user_id,workout_id,rating,completed,timestamp
359,114,5,True,2024-08-27 20:41:13.445876
706,123,3,True,2024-10-27 20:41:13.445877
787,57,5,True,2024-09-05 20:41:13.445878
324,74,5,False,2024-12-18 20:41:13.445879
698,83,4,False,2024-10-21 20:41:13.445880
326,173,4,True,2024-11-24 20:41:13.445881
625,79,5,True,2024-07-01 20:41:13.445882
825,130,5,True,2024-10-30 20:41:13.445882
165,93,2,False,2025-01-07 20:41:13.445883
573,196,3,True,2024-11-21 20:41:13.445885
604,50,5,False,2024-01-28 20:41:13.445886
798,29,5,True,2024-08-19 20:41:13.445887
455,81,4,True,2024-08-13 20:41:13.445888
969,10,3,True,2024-06-21 20:41:13.445888
153,155,3,True,2024-03-18 20:41:13.445889
737,117,4,True,2024-07-13 20:41:13.445891
127,143,5,True,2025-01-16 20:41:13.445892
193,60,2,False,2024-08-18 20:41:13.445892
627,159,4,False,2024-09-29 20:41:13.445893
774,149,5,True,2024-08-15 20:41:13.445895
530,60,3,True,2024-05-09 20:41:13.445896
10,58,5,False,2024-03-21 20:41:13.445898
92,169,3,True,2024-01-27 20:41:13.445899
139,174,5,True,2024-05-19 20:41:13.445900
481,45,5,True,2024-06-14 20:41:13.445901
449,124,3,True,2024-09-18 20:41:13.445902
333,26,5,False,2024-11-04 20:41:13.445903
869,102,5,True,2024-08-10 20:41:13.445904
340,51,5,True,2024-08-01 20:41:13.445905
961,164,4,True,2024-10-03 20:41:13.445906
52,52,4,True,2024-09-08 20:41:13.445907
707,51,3,False,2024-05-28 20:41:13.445908
466,131,3,True,2024-11-02 20:41:13.445909
718,14,4,True,2024-12-09 20:41:13.445911
799,177,3,False,2024-08-20 20:41:13.445912
475,1,5,True,2024-06-18 20:41:13.445913
401,185,4,True,2024-12-30 20:41:13.445914
439,145,5,True,2024-07-27 20:41:13.445915
878,178,5,True,2024-09-23 20:41:13.445916
605,14,3,True,2024-09-19 20:41:13.445917
932,187,4,True,2024-11-24 20:41:13.445918
997,81,5,True,2024-10-08 20:41:13.445919
922,3,2,True,2024-11-07 20:41:13.445920
821,98,1,True,2024-03-20 20:41:13.445921
657,40,5,True,2024-08-22 20:41:13.445922
598,89,2,True,2024-06-10 20:41:13.445923
509,125,5,False,2024-02-25 20:41:13.445924
153,194,5,False,2024-09-17 20:41:13.445925
514,162,4,True,2024-06-02 20:41:13.445926
503,95,5,False,2024-08-06 20:41:13.445928
854,9,3,True,2024-10-19 20:41:13.445929
901,94,5,True,2024-07-19 20:41:13.445930
772,84,5,False,2024-05-04 20:41:13.445931
676,21,1,True,2024-08-25 20:41:13.445932
6,25,4,True,2024-08-11 20:41:13.445933
500,102,4,True,2024-03-04 20:41:13.445934
661,122,1,True,2024-01-22 20:41:13.445935
717,172,5,True,2024-10-09 20:41:13.445936
118,25,4,True,2024-08-09 20:41:13.445937
485,137,4,True,2024-10-29 20:41:13.445938
601,103,2,True,2024-02-10 20:41:13.445939
666,190,4,True,2024-03-12 20:41:13.445940
951,154,5,True,2024-02-13 20:41:13.445941
679,57,4,True,2024-06-10 20:41:13.445942
468,37,5,True,2024-04-08 20:41:13.445943
161,16,5,False,2024-10-13 20:41:13.445944
270,37,3,True,2024-07-04 20:41:13.445945
56,76,4,True,2024-08-10 20:41:13.445946
228,152,2,False,2024-07-27 20:41:13.445947
849,26,1,False,2024-04-18 20:41:13.445948
149,20,1,True,2024-12-17 20:41:13.445949
46,137,5,True,2024-06-16 20:41:13.445950
144,103,5,True,2024-07-09 20:41:13.445951
750,29,1,True,2024-01-28 20:41:13.445952
784,31,3,True,2024-09-07 20:41:13.445953
632,19,2,True,2024-05-02 20:41:13.445954
340,148,5,True,2024-04-24 20:41:13.445955
413,27,4,True,2024-06-20 20:41:13.445956
732,94,4,True,2024-10-14 20:41:13.445957
520,85,4,False,2024-05-19 20:41:13.445958
344,44,5,False,2024-10-13 20:41:13.445959
387,163,3,True,2024-08-26 20:41:13.445960
473,113,2,True,2024-04-05 20:41:13.445961
275,199,1,False,2024-05-03 20:41:13.445962
353,150,4,True,2024-04-28 20:41:13.445963
66,74,5,True,2024-09-14 20:41:13.445965
79,87,3,True,2024-03-27 20:41:13.445966
598,143,2,True,2024-08-17 20:41:13.445967
636,94,5,True,2024-04-15 20:41:13.445968
202,98,2,False,2024-09-26 20:41:13.445969
978,141,1,True,2024-10-30 20:41:13.445970
662,132,5,False,2024-04-03 20:41:13.445971
558,56,5,True,2025-01-09 20:41:13.445972
113,151,4,True,2024-09-05 20:41:13.445972
91,97,5,True,2024-04-14 20:41:13.445973
141,98,5,True,2024-01-24 20:41:13.445974
289,34,1,True,2024-04-19 20:41:13.445976
901,100,4,False,2025-01-17 20:41:13.445977
730,145,4,True,2024-09-22 20:41:13.445978
411,14,5,True,2024-06-22 20:41:13.445980
377,162,3,False,2024-01-28 20:41:13.445981
384,112,4,True,2024-07-23 20:41:13.445982
846,75,2,True,2024-04-08 20:41:13.445983
152,185,1,True,2024-06-07 20:41:13.445984
835,97,4,True,2024-11-13 20:41:13.445985
751,121,4,True,2024-07-25 20:41:13.445986
627,55,4,False,2024-05-01 20:41:13.445987
319,194,4,True,2024-10-23 20:41:13.445988
369,117,5,True,2024-05-28 20:41:13.445989
606,93,5,False,2024-04-28 20:41:13.445990
995,37,5,False,2024-08-22 20:41:13.445991
560,196,1,True,2024-02-25 20:41:13.445992
703,26,5,True,2024-10-05 20:41:13.445993
462,189,5,False,2024-03-28 20:41:13.445994
12,67,1,True,2024-02-07 20:41:13.445995
156,84,4,False,2024-06-16 20:41:13.445996
684,180,5,True,2024-10-18 20:41:13.445997
477,18,4,True,2024-11-07 20:41:13.445998
939,181,4,True,2024-07-08 20:41:13.445999
401,191,2,False,2025-01-03 20:41:13.446000
808,181,4,False,2024-06-17 20:41:13.446001
177,27,4,True,2025-01-13 20:41:13.446002
341,31,2,True,2024-10-24 20:41:13.446003
57,106,4,True,2024-06-20 20:41:13.446004
855,129,2,False,2024-10-19 20:41:13.446005
852,6,5,True,2024-08-26 20:41:13.446006
448,11,5,False,2024-03-01 20:41:13.446006
203,162,4,True,2024-08-04 20:41:13.446007
697,191,4,True,2024-12-01 20:41:13.446009
633,181,4,True,2024-05-05 20:41:13.446010
738,18,2,True,2024-06-21 20:41:13.446011
202,21,5,True,2024-07-24 20:41:13.446011
330,19,2,False,2024-12-22 20:41:13.446012
363,4,2,True,2024-06-13 20:41:13.446013
892,77,4,True,2024-08-02 20:41:13.446014
454,116,4,False,2025-01-17 20:41:13.446015
356,157,3,False,2024-09-29 20:41:13.446016
216,25,2,True,2024-09-10 20:41:13.446017
972,184,5,True,2024-08-18 20:41:13.446018
555,77,3,True,2024-12-15 20:41:13.446019
887,191,2,True,2024-08-31 20:41:13.446020
23,155,3,True,2024-12-09 20:41:13.446021
155,188,3,True,2024-08-25 20:41:13.446022
186,49,4,True,2024-10-08 20:41:13.446023
249,65,4,False,2024-10-07 20:41:13.446024
749,166,5,False,2024-10-12 20:41:13.446025
805,83,3,False,2024-10-23 20:41:13.446026
134,180,2,False,2024-05-22 20:41:13.446027
321,1,1,True,2024-04-04 20:41:13.446028
390,168,3,True,2024-07-12 20:41:13.446029
434,81,1,True,2024-02-08 20:41:13.446030
22,21,3,True,2024-10-19 20:41:13.446031
873,86,2,True,2024-12-07 20:41:13.446032
600,15,4,True,2024-11-14 20:41:13.446033
665,50,3,False,2024-11-07 20:41:13.446034
125,48,1,True,2024-11-20 20:41:13.446034
79,160,3,False,2024-08-16 20:41:13.446035
858,49,3,True,2024-10-08 20:41:13.446036
968,196,4,True,2024-06-25 20:41:13.446037
51,108,3,True,2024-01-29 20:41:13.446038
728,45,2,True,2024-10-23 20:41:13.446039
176,32,3,True,2024-11-24 20:41:13.446040
870,132,3,True,2024-10-29 20:41:13.446041
253,193,5,True,2024-10-07 20:41:13.446042
966,97,5,False,2024-01-29 20:41:13.446043
246,199,1,True,2024-06-09 20:41:13.446044
739,193,4,True,2024-04-28 20:41:13.446045
106,80,3,False,2024-12-15 20:41:13.446046
193,146,1,True,2024-12-29 20:41:13.446047
316,54,1,True,2024-01-28 20:41:13.446048
302,127,5,True,2024-10-19 20:41:13.446049
548,175,3,True,2024-03-15 20:41:13.446050
954,134,5,True,2024-08-31 20:41:13.446051
716,66,4,True,2024-08-15 20:41:13.446052
934,137,2,True,2024-08-25 20:41:13.446053
779,196,5,True,2024-03-19 20:41:13.446054
268,109,5,False,2024-11-17 20:41:13.446055
170,23,5,True,2024-12-21 20:41:13.446056
551,107,5,False,2024-05-10 20:41:13.446057
455,171,3,True,2024-02-21 20:41:13.446058
651,51,1,False,2024-05-24 20:41:13.446059
292,72,3,False,2024-11-27 20:41:13.446060
564,103,4,True,2024-10-21 20:41:13.446061
799,153,5,False,2024-08-21 20:41:13.446062
801,80,5,True,2024-12-11 20:41:13.446063
141,163,5,True,2024-03-22 20:41:13.446064
146,145,3,True,2024-09-12 20:41:13.446065
425,18,4,False,2024-12-03 20:41:13.446066
314,155,5,False,2024-08-17 20:41:13.446067
184,143,4,True,2024-11-23 20:41:13.446068
664,81,4,True,2024-10-20 20:41:13.446069
713,107,5,True,2024-04-21 20:41:13.446070
128,69,4,True,2024-06-02 20:41:13.446071
287,80,5,True,2024-05-23 20:41:13.446072
823,143,4,True,2024-05-03 20:41:13.446072
253,42,2,True,2025-01-02 20:41:13.446074
778,34,4,False,2024-04-19 20:41:13.446074
700,48,3,True,2024-05-31 20:41:13.446076
386,136,4,False,2024-02-27 20:41:13.446076
230,138,2,True,2024-03-16 20:41:13.446078
271,5,5,False,2024-07-07 20:41:13.446079
771,116,5,True,2024-02-13 20:41:13.446080
811,176,2,True,2024-08-06 20:41:13.446080
415,117,2,True,2024-08-24 20:41:13.446081
198,154,4,False,2024-05-09 20:41:13.446082
323,108,5,True,2024-08-21 20:41:13.446083
56,23,3,True,2024-04-19 20:41:13.446084
831,62,1,True,2024-07-11 20:41:13.446085
203,13,4,True,2024-05-10 20:41:13.446086
783,137,4,True,2024-03-14 20:41:13.446087
621,20,3,True,2024-12-11 20:41:13.446088
628,92,5,True,2024-07-29 20:41:13.446089
604,108,5,True,2024-11-12 20:41:13.446090
138,185,2,True,2024-09-27 20:41:13.446091
422,152,4,False,2024-01-25 20:41:13.446092
815,108,1,True,2024-05-09 20:41:13.446093
57,33,3,True,2024-07-17 20:41:13.446094
562,148,1,True,2024-11-16 20:41:13.446095
71,188,4,True,2024-02-10 20:41:13.446096
911,176,5,True,2024-03-10 20:41:13.446097
914,64,4,True,2024-10-14 20:41:13.446098
594,30,3,False,2024-06-06 20:41:13.446099
372,108,1,False,2024-04-28 20:41:13.446100
617,73,4,False,2024-04-24 20:41:13.446101
600,109,2,True,2024-06-11 20:41:13.446102
514,145,3,True,2024-11-23 20:41:13.446103
872,100,4,False,2024-09-17 20:41:13.446104
84,14,5,True,2024-02-11 20:41:13.446105
994,19,1,True,2024-07-16 20:41:13.446106
43,71,4,True,2024-10-29 20:41:13.446107
666,59,1,True,2024-05-11 20:41:13.446108
839,195,4,True,2024-08-25 20:41:13.446109
934,97,4,True,2024-12-19 20:41:13.446110
606,44,5,True,2024-06-15 20:41:13.446111
810,160,4,False,2024-03-31 20:41:13.446112
133,111,3,True,2024-04-19 20:41:13.446113
395,11,3,True,2024-04-06 20:41:13.446114
65,106,1,True,2024-04-11 20:41:13.446115
290,2,4,False,2024-07-28 20:41:13.446116
376,125,5,True,2024-11-14 20:41:13.446117
769,196,4,True,2024-06-08 20:41:13.446118
467,145,5,False,2024-04-12 20:41:13.446119
898,94,3,True,2024-12-08 20:41:13.446120
213,168,4,True,2025-01-03 20:41:13.446121
148,174,3,True,2024-09-25 20:41:13.446122
573,93,2,False,2024-03-20 20:41:13.446123
471,4,4,True,2024-03-20 20:41:13.446124
149,166,5,True,2024-01-21 20:41:13.446125
88,63,3,True,2024-07-30 20:41:13.446126
324,29,4,True,2024-08-04 20:41:13.446127
895,19,5,True,2024-02-12 20:41:13.446128
396,91,3,True,2024-04-23 20:41:13.446129
790,29,5,False,2024-05-05 20:41:13.446130
404,163,3,False,2024-07-19 20:41:13.446131
82,116,3,True,2024-07-06 20:41:13.446132
641,70,3,True,2024-12-28 20:41:13.446133
286,123,2,True,2024-05-24 20:41:13.446134
382,23,5,True,2024-05-02 20:41:13.446135
865,46,5,True,2025-01-15 20:41:13.446136
792,172,3,True,2024-03-17 20:41:13.446137
270,176,1,True,2024-12-19 20:41:13.446138
292,180,3,False,2024-09-14 20:41:13.446139
453,8,4,True,2024-04-16 20:41:13.446140
715,183,3,True,2024-07-22 20:41:13.446141
24,66,4,True,2024-03-23 20:41:13.446142
956,168,5,True,2024-12-30 20:41:13.446143
863,159,4,True,2024-05-11 20:41:13.446144
311,176,5,True,2024-05-10 20:41:13.446145
461,100,3,True,2024-12-27 20:41:13.446146
208,61,5,True,2024-06-23 20:41:13.446147
792,112,3,True,2024-10-01 20:41:13.446148
717,52,2,True,2024-08-13 20:41:13.446149
664,166,5,True,2024-01-20 20:41:13.446149
438,36,5,True,2024-12-11 20:41:13.446150
538,112,5,True,2024-05-18 20:41:13.446151
706,87,3,True,2024-05-30 20:41:13.446152
336,183,5,True,2024-09-05 20:41:13.446153
422,85,2,True,2024-02-13 20:41:13.446154
750,13,1,False,2024-10-18 20:41:13.446155
321,165,3,False,2024-12-20 20:41:13.446156
497,47,5,True,2024-08-12 20:41:13.446157
587,90,4,True,2024-12-30 20:41:13.446158
947,199,4,True,2024-03-30 20:41:13.446159
163,22,3,False,2024-05-11 20:41:13.446160
811,167,1,True,2024-02-04 20:41:13.446161
541,58,3,True,2024-04-01 20:41:13.446162
165,30,4,True,2024-04-11 20:41:13.446163
849,146,4,True,2024-05-28 20:41:13.446164
698,106,4,True,2025-01-13 20:41:13.446165
566,146,5,False,2024-07-18 20:41:13.446166
295,74,2,True,2025-01-09 20:41:13.446167
42,167,3,True,2025-01-03 20:41:13.446168
924,94,4,True,2024-05-19 20:41:13.446169
285,154,4,True,2024-05-27 20:41:13.446170
939,71,4,True,2024-06-11 20:41:13.446171
387,7,5,True,2024-04-21 20:41:13.446172
138,197,4,True,2024-03-05 20:41:13.446173
187,65,1,True,2024-12-31 20:41:13.446174
910,46,2,True,2024-12-30 20:41:13.446175
716,18,5,True,2024-07-17 20:41:13.446175
431,141,5,True,2025-01-02 20:41:13.446176
554,153,2,True,2024-06-14 20:41:13.446177
862,8,1,True,2024-05-07 20:41:13.446178
416,74,4,True,2024-09-11 20:41:13.446179
800,160,4,True,2024-09-24 20:41:13.446180
426,145,2,True,2024-07-05 20:41:13.446181
416,102,4,False,2024-03-14 20:41:13.446182
26,79,3,True,2024-10-24 20:41:13.446183
371,79,5,True,2024-07-28 20:41:13.446185
385,121,3,True,2024-02-25 20:41:13.446186
56,176,5,True,2024-12-23 20:41:13.446187
253,63,4,True,2024-05-11 20:41:13.446188
634,40,1,True,2024-05-19 20:41:13.446188
106,84,4,False,2024-03-15 20:41:13.446189
130,15,1,True,2024-02-15 20:41:13.446190
849,99,4,False,2024-10-05 20:41:13.446191
670,134,4,True,2024-12-09 20:41:13.446192
376,121,1,True,2024-04-13 20:41:13.446193
743,63,3,True,2024-10-24 20:41:13.446194
967,136,5,True,2024-05-10 20:41:13.446195
308,128,3,True,2024-07-02 20:41:13.446196
91,112,4,True,2024-01-23 20:41:13.446197
393,111,3,True,2024-07-26 20:41:13.446198
534,32,5,False,2024-05-13 20:41:13.446199
802,45,4,True,2024-06-09 20:41:13.446200
110,122,4,True,2024-11-24 20:41:13.446201
561,180,1,True,2024-05-11 20:41:13.446202
641,82,1,False,2024-03-27 20:41:13.446203
585,13,3,False,2024-10-16 20:41:13.446204
340,24,3,True,2024-04-04 20:41:13.446205
565,168,4,True,2024-02-22 20:41:13.446206
979,14,4,True,2024-11-23 20:41:13.446207
356,70,3,True,2024-10-30 20:41:13.446208
892,62,4,True,2024-03-07 20:41:13.446209
168,120,2,True,2024-05-30 20:41:13.446210
557,89,1,False,2024-11-07 20:41:13.446211
452,189,5,False,2024-09-16 20:41:13.446212
905,1,4,True,2024-06-28 20:41:13.446213
105,194,4,True,2024-08-24 20:41:13.446214
150,126,3,True,2024-04-21 20:41:13.446215
146,32,3,True,2024-11-11 20:41:13.446216
716,141,1,False,2024-03-13 20:41:13.446217
874,161,5,True,2024-03-03 20:41:13.446218
299,32,4,True,2024-01-21 20:41:13.446219
167,56,1,True,2024-04-20 20:41:13.446220
713,152,5,False,2024-02-16 20:41:13.446221
646,91,4,True,2024-01-29 20:41:13.446222
723,4,5,True,2024-09-30 20:41:13.446223
48,23,1,True,2025-01-06 20:41:13.446224
638,29,1,True,2024-04-18 20:41:13.446225
239,98,2,True,2024-10-29 20:41:13.446226
7,149,3,True,2024-08-12 20:41:13.446227
464,30,5,False,2024-06-13 20:41:13.446228
453,90,5,False,2024-04-05 20:41:13.446229
784,148,4,True,2024-06-21 20:41:13.446230
897,144,5,True,2024-08-18 20:41:13.446231
371,67,3,False,2025-01-15 20:41:13.446232
549,177,5,True,2024-12-12 20:41:13.446233
487,101,5,True,2024-07-08 20:41:13.446234
211,58,4,True,2024-03-04 20:41:13.446235
165,172,1,True,2024-09-15 20:41:13.446236
125,25,5,True,2024-10-10 20:41:13.446237
337,23,3,True,2024-01-30 20:41:13.446238
192,187,5,True,2024-11-11 20:41:13.446239
730,129,2,True,2024-01-28 20:41:13.446239
214,97,4,True,2024-05-24 20:41:13.446241
574,143,4,True,2024-08-22 20:41:13.446242
328,128,2,False,2024-02-16 20:41:13.446242
957,81,3,True,2024-02-23 20:41:13.446243
381,180,1,True,2024-01-30 20:41:13.446245
673,186,4,True,2024-01-22 20:41:13.446245
578,169,5,True,2024-02-05 20:41:13.446247
798,172,3,True,2024-07-11 20:41:13.446248
239,4,5,False,2024-11-15 20:41:13.446249
532,196,2,True,2024-12-21 20:41:13.446250
700,135,4,True,2024-09-04 20:41:13.446251
82,46,5,True,2024-11-07 20:41:13.446252
363,9,3,False,2024-02-09 20:41:13.446253
505,161,5,True,2025-01-15 20:41:13.446254
202,33,4,True,2024-09-23 20:41:13.446255
920,84,3,True,2024-10-13 20:41:13.446256
504,132,5,True,2024-05-08 20:41:13.446257
644,65,1,True,2024-05-02 20:41:13.446258
37,106,1,True,2024-06-06 20:41:13.446259
644,34,4,True,2024-10-08 20:41:13.446260
589,85,5,True,2024-05-01 20:41:13.446261
601,88,5,True,2025-01-05 20:41:13.446262
973,192,1,True,2024-05-14 20:41:13.446263
402,153,5,True,2024-02-03 20:41:13.446264
765,55,5,True,2024-04-15 20:41:13.446265
856,137,5,False,2024-09-20 20:41:13.446266
706,17,3,True,2024-07-05 20:41:13.446267
176,149,4,True,2024-03-31 20:41:13.446267
545,188,5,True,2024-03-10 20:41:13.446269
570,141,3,True,2024-11-27 20:41:13.446270
467,131,5,True,2024-02-02 20:41:13.446271
201,196,3,True,2024-06-19 20:41:13.446272
540,4,3,True,2024-09-12 20:41:13.446272
547,7,5,True,2024-11-08 20:41:13.446273
999,26,5,True,2024-07-22 20:41:13.446274
637,24,3,True,2024-01-21 20:41:13.446275
394,10,2,True,2024-08-05 20:41:13.446276
833,13,5,True,2024-04-28 20:41:13.446277
42,125,5,True,2024-02-25 20:41:13.446278
597,172,4,True,2024-09-02 20:41:13.446279
393,39,4,False,2024-03-06 20:41:13.446280
700,147,5,True,2024-02-05 20:41:13.446281
623,179,2,True,2024-05-05 20:41:13.446282
783,19,5,False,2024-07-08 20:41:13.446283
995,76,3,True,2024-11-16 20:41:13.446284
441,52,4,True,2024-02-04 20:41:13.446286
837,175,4,True,2024-05-01 20:41:13.446287
617,120,4,False,2024-09-04 20:41:13.446288
506,158,5,True,2024-03-25 20:41:13.446289
918,46,5,True,2024-06-03 20:41:13.446290
320,149,4,True,2024-06-25 20:41:13.446291
553,75,5,False,2024-07-11 20:41:13.446292
215,124,1,True,2024-12-09 20:41:13.446293
71,48,5,True,2024-02-21 20:41:13.446294
568,62,3,True,2024-04-26 20:41:13.446295
919,58,2,False,2024-01-19 20:41:13.446296
236,18,2,True,2024-04-11 20:41:13.446297
281,108,4,True,2024-05-28 20:41:13.446298
987,187,5,True,2024-12-01 20:41:13.446299
617,48,4,True,2024-10-13 20:41:13.446300
902,63,3,True,2024-02-12 20:41:13.446301
887,12,3,True,2024-01-24 20:41:13.446302
162,34,4,False,2024-04-13 20:41:13.446303
191,189,1,True,2024-08-15 20:41:13.446304
9,102,3,False,2024-03-15 20:41:13.446305
60,87,4,True,2024-06-02 20:41:13.446306
893,181,5,True,2024-12-21 20:41:13.446307
817,25,4,True,2024-05-21 20:41:13.446308
225,190,3,True,2024-04-04 20:41:13.446309
819,132,5,True,2024-03-25 20:41:13.446310
700,141,5,True,2024-04-05 20:41:13.446311
582,170,5,True,2024-12-28 20:41:13.446312
805,49,3,True,2024-10-13 20:41:13.446313
287,78,4,True,2024-06-30 20:41:13.446314
994,184,5,False,2024-08-20 20:41:13.446315
169,175,2,False,2024-06-02 20:41:13.446316
62,136,4,True,2024-07-09 20:41:13.446317
349,55,3,True,2024-02-24 20:41:13.446318
442,18,4,True,2024-12-21 20:41:13.446319
14,35,5,True,2024-06-01 20:41:13.446320
164,160,4,True,2024-08-06 20:41:13.446321
420,152,5,True,2024-07-26 20:41:13.446322
757,7,4,False,2024-02-01 20:41:13.446323
847,13,5,True,2024-04-08 20:41:13.446324
520,126,4,True,2024-04-23 20:41:13.446325
666,112,2,True,2024-08-17 20:41:13.446326
548,69,4,True,2024-07-14 20:41:13.446327
560,100,5,True,2024-06-28 20:41:13.446328
597,90,5,False,2024-12-11 20:41:13.446329
28,42,4,False,2024-10-15 20:41:13.446330
708,109,4,False,2025-01-03 20:41:13.446331
446,159,5,False,2024-03-20 20:41:13.446332
208,110,5,False,2024-02-25 20:41:13.446333
470,26,4,False,2024-07-05 20:41:13.446334
716,76,5,True,2024-02-15 20:41:13.446335
976,32,4,True,2024-07-13 20:41:13.446336
819,91,1,True,2024-04-13 20:41:13.446337
104,125,1,True,2024-05-25 20:41:13.446338
742,126,5,True,2024-05-26 20:41:13.446339
426,52,2,False,2024-09-01 20:41:13.446340
101,148,4,True,2024-10-05 20:41:13.446341
541,103,5,True,2024-03-12 20:41:13.446342
639,105,2,True,2024-06-03 20:41:13.446343
850,168,5,True,2024-03-30 20:41:13.446344
522,187,5,True,2024-11-01 20:41:13.446345
106,14,5,True,2024-09-13 20:41:13.446346
679,172,3,True,2025-01-08 20:41:13.446347
978,104,3,True,2024-09-20 20:41:13.446348
769,117,5,True,2024-11-11 20:41:13.446349
807,48,3,True,2024-05-15 20:41:13.446350
277,93,4,True,2024-08-30 20:41:13.446351
65,171,5,True,2024-08-29 20:41:13.446352
783,144,3,True,2024-10-07 20:41:13.446353
900,110,5,True,2024-12-08 20:41:13.446354
188,163,4,True,2024-08-23 20:41:13.446355
317,53,1,True,2024-04-05 20:41:13.446356
916,162,2,False,2024-10-31 20:41:13.446357
138,3,2,True,2024-06-22 20:41:13.446358
343,68,3,True,2024-02-02 20:41:13.446359
105,133,5,False,2024-09-19 20:41:13.446360
546,138,1,False,2024-01-31 20:41:13.446361
380,52,3,True,2024-04-07 20:41:13.446362
110,157,5,False,2025-01-17 20:41:13.446363
944,96,4,False,2024-05-16 20:41:13.446364
545,31,3,True,2024-06-19 20:41:13.446365
354,66,5,True,2024-11-18 20:41:13.446366
743,91,3,True,2024-09-06 20:41:13.446367
317,69,5,True,2024-07-03 20:41:13.446368
266,165,5,True,2024-06-21 20:41:13.446369
694,155,5,True,2024-05-04 20:41:13.446370
852,87,5,False,2024-02-26 20:41:13.446371
65,33,4,False,2024-09-14 20:41:13.446372
333,68,5,False,2024-02-23 20:41:13.446373
513,187,5,True,2024-07-15 20:41:13.446374
133,192,3,True,2024-06-23 20:41:13.446375
592,88,4,False,2024-06-01 20:41:13.446376
783,172,5,True,2024-12-26 20:41:13.446377
753,95,4,True,2024-12-05 20:41:13.446378
540,108,5,False,2024-04-23 20:41:13.446379
735,177,4,True,2024-08-17 20:41:13.446380
535,53,4,True,2024-04-06 20:41:13.446381
496,74,1,True,2024-04-25 20:41:13.446382
621,49,3,True,2024-04-02 20:41:13.446383
619,113,4,True,2024-12-06 20:41:13.446384
657,114,4,True,2024-11-23 20:41:13.446385
369,194,4,True,2024-05-15 20:41:13.446386
866,95,5,False,2024-06-26 20:41:13.446387
909,191,4,True,2024-11-16 20:41:13.446388
910,25,5,True,2024-12-12 20:41:13.446389
651,132,3,True,2024-04-03 20:41:13.446390
796,179,4,True,2024-07-09 20:41:13.446391
810,139,1,False,2024-11-28 20:41:13.446392
992,145,4,True,2024-02-19 20:41:13.446392
99,108,3,True,2024-12-27 20:41:13.446393
317,194,3,True,2024-12-07 20:41:13.446394
123,198,3,True,2024-04-09 20:41:13.446395
320,69,1,False,2024-08-29 20:41:13.446396
799,84,4,False,2024-08-19 20:41:13.446397
593,157,5,True,2024-06-01 20:41:13.446398
495,85,3,False,2024-10-14 20:41:13.446399
457,119,5,True,2024-09-07 20:41:13.446400
522,72,4,True,2024-02-22 20:41:13.446401
520,20,3,True,2024-07-16 20:41:13.446402
917,27,1,True,2024-07-21 20:41:13.446403
717,8,3,True,2024-05-14 20:41:13.446404
315,85,5,False,2025-01-12 20:41:13.446405
946,61,3,True,2024-05-22 20:41:13.446406
709,156,2,True,2024-04-13 20:41:13.446407
710,198,3,True,2024-02-14 20:41:13.446408
542,3,4,True,2024-10-06 20:41:13.446409
479,197,5,True,2024-05-27 20:41:13.446410
913,7,3,True,2024-03-10 20:41:13.446411
